oneid,choice,profit,variable,round,treatment,role,numtrans,price,tax,time,Rounds,round_of_ten
9275,14,-3.9,19,2,notax,buyer,13,15,0,2021-01-29 12:35:59,1-10,2
9275,15,-0.7999999999999998,19,3,notax,buyer,16,15,0,2021-01-29 12:37:39,1-10,3
9275,10,-3.5999999999999996,19,4,notax,buyer,12,15,0,2021-01-29 12:40:06,1-10,4
9275,3,-3.9,19,5,notax,buyer,13,15,0,2021-01-29 12:41:32,1-10,5
9275,3,-4.8,19,6,notax,buyer,16,15,0,2021-01-29 12:43:33,1-10,6
9275,3,-4.2,19,7,notax,buyer,14,15,0,2021-01-29 12:45:35,1-10,7
9275,3,-4.2,19,8,notax,buyer,14,15,0,2021-01-29 12:47:35,1-10,8
9275,15,-0.5,19,9,notax,buyer,15,15,0,2021-01-29 12:49:49,1-10,9
9275,13,-4.8,19,10,notax,buyer,16,15,0,2021-01-29 12:51:27,1-10,10
9275,13,-3,27,11,notax,buyer,10,16,0,2021-01-29 12:53:30,11-20,1
9275,0.01,-2.6999999999999997,27,12,notax,buyer,9,16,0,2021-01-29 12:55:37,11-20,2
9275,10,-3,27,13,notax,buyer,10,15.5,0,2021-01-29 12:57:41,11-20,3
9275,10,-3.3,27,14,notax,buyer,11,15,0,2021-01-29 12:59:55,11-20,4
9275,10,-3.5999999999999996,27,15,notax,buyer,12,15,0,2021-01-29 13:01:38,11-20,5
9275,14.44,-3.9,27,16,notax,buyer,13,15,0,2021-01-29 13:03:36,11-20,6
9275,11,-3.5999999999999996,27,17,notax,buyer,12,15,0,2021-01-29 13:05:30,11-20,7
9275,11,-3.5999999999999996,27,18,notax,buyer,12,15,0,2021-01-29 13:08:39,11-20,8
9275,14.9,-3.5999999999999996,27,19,notax,buyer,12,15,0,2021-01-29 13:09:57,11-20,9
9275,14.9,-3.5999999999999996,27,20,notax,buyer,12,15,0,2021-01-29 13:11:32,11-20,10
9410,14,-3.5999999999999996,23,1,notax,buyer,12,15,0,2021-01-29 12:30:45,1-10,1
9410,15,4.1,23,2,notax,buyer,13,15,0,2021-01-29 12:36:08,1-10,2
9410,15,3.2,23,3,notax,buyer,16,15,0,2021-01-29 12:37:34,1-10,3
9410,15.1,4.4,23,4,notax,buyer,12,15,0,2021-01-29 12:39:31,1-10,4
9410,15.1,4.1,23,5,notax,buyer,13,15,0,2021-01-29 12:41:47,1-10,5
9410,15.1,3.2,23,6,notax,buyer,16,15,0,2021-01-29 12:43:54,1-10,6
9410,16,3.8,23,7,notax,buyer,14,15,0,2021-01-29 12:45:38,1-10,7
9410,17,3.8,23,8,notax,buyer,14,15,0,2021-01-29 12:47:55,1-10,8
9410,18,3.5,23,9,notax,buyer,15,15,0,2021-01-29 12:49:52,1-10,9
9410,17,3.2,23,10,notax,buyer,16,15,0,2021-01-29 12:51:54,1-10,10
9410,10,5,8,11,notax,seller,10,16,0,2021-01-29 12:53:58,11-20,1
9410,14,5.300000000000001,8,12,notax,seller,9,16,0,2021-01-29 12:56:00,11-20,2
9410,14.9,4.5,8,13,notax,seller,10,15.5,0,2021-01-29 12:57:36,11-20,3
9410,14,3.7,8,14,notax,seller,11,15,0,2021-01-29 13:00:03,11-20,4
9410,14.9,3.4000000000000004,8,15,notax,seller,12,15,0,2021-01-29 13:02:11,11-20,5
9410,14.9,3.1,8,16,notax,seller,13,15,0,2021-01-29 13:04:10,11-20,6
9410,14.9,3.4000000000000004,8,17,notax,seller,12,15,0,2021-01-29 13:05:48,11-20,7
9410,14.9,3.4000000000000004,8,18,notax,seller,12,15,0,2021-01-29 13:07:42,11-20,8
9410,14.9,3.4000000000000004,8,19,notax,seller,12,15,0,2021-01-29 13:09:38,11-20,9
9410,14.9,3.4000000000000004,8,20,notax,seller,12,15,0,2021-01-29 13:11:48,11-20,10
13221,15,-0.039999999999999813,20,1,tax,buyer,6,18,10,2021-01-29 12:30:26,1-10,1
13221,18,0.02000000000000024,20,2,tax,buyer,6,18.5,10,2021-01-29 12:35:53,1-10,2
13221,18,0.10000000000000009,20,3,tax,buyer,8,18.5,10,2021-01-29 12:37:50,1-10,3
13221,19,1.6100000000000003,20,4,tax,buyer,9,18.5,10,2021-01-29 12:39:53,1-10,4
13221,19,1.6,20,5,tax,buyer,8,18.5,10,2021-01-29 12:41:39,1-10,5
13221,19,2.09,20,6,tax,buyer,7,18,10,2021-01-29 12:43:45,1-10,6
13221,18,2.09,20,7,tax,buyer,7,18,10,2021-01-29 12:45:32,1-10,7
13221,18,0.08999999999999986,20,8,tax,buyer,7,18.05,10,2021-01-29 12:47:35,1-10,8
13221,18.5,1.9999999999999987,20,9,tax,buyer,8,18.1,10,2021-01-29 12:49:39,1-10,9
13221,18.5,1.9500000000000015,20,10,tax,buyer,8,18.15,10,2021-01-29 12:51:27,1-10,10
13221,18,-3,10,11,notax,seller,10,16,0,2021-01-29 12:53:38,11-20,1
13221,16,3.3000000000000003,10,12,notax,seller,9,16,0,2021-01-29 12:55:43,11-20,2
13221,16,-3,10,13,notax,seller,10,15.5,0,2021-01-29 12:57:39,11-20,3
13221,16,-3.3,10,14,notax,seller,11,15,0,2021-01-29 12:59:33,11-20,4
13221,16,-3.5999999999999996,10,15,notax,seller,12,15,0,2021-01-29 13:01:29,11-20,5
13221,15,1.1,10,16,notax,seller,13,15,0,2021-01-29 13:03:29,11-20,6
13221,15,1.4000000000000004,10,17,notax,seller,12,15,0,2021-01-29 13:05:36,11-20,7
13221,15,1.4000000000000004,10,18,notax,seller,12,15,0,2021-01-29 13:07:28,11-20,8
13221,15,1.4000000000000004,10,19,notax,seller,12,15,0,2021-01-29 13:09:25,11-20,9
13221,15,1.4000000000000004,10,20,notax,seller,12,15,0,2021-01-29 13:11:24,11-20,10
13247,15,-2.5999999999999996,14,1,notax,seller,12,15,0,2021-01-29 12:30:45,1-10,1
13247,15,-2.9,14,2,notax,seller,13,15,0,2021-01-29 12:36:16,1-10,2
13247,15,-3.8,14,3,notax,seller,16,15,0,2021-01-29 12:38:14,1-10,3
13247,15,-2.5999999999999996,14,4,notax,seller,12,15,0,2021-01-29 12:39:52,1-10,4
13247,17,-3.9,14,5,notax,seller,13,15,0,2021-01-29 12:41:51,1-10,5
13247,15,-3.8,14,6,notax,seller,16,15,0,2021-01-29 12:43:44,1-10,6
13247,9,-3.2,14,7,notax,seller,14,15,0,2021-01-29 12:45:49,1-10,7
13247,15,-3.2,14,8,notax,seller,14,15,0,2021-01-29 12:47:44,1-10,8
13247,20,-4.5,14,9,notax,seller,15,15,0,2021-01-29 12:50:41,1-10,9
13247,15,-3.8,14,10,notax,seller,16,15,0,2021-01-29 12:52:18,1-10,10
13247,20,-0.1299999999999999,9,11,tax,seller,6,16,10,2021-01-29 12:54:04,11-20,1
13247,16,-3.1299999999999994,9,12,tax,seller,9,16,10,2021-01-29 12:56:13,11-20,2
13247,16,-3.1999999999999993,9,13,tax,seller,9,16,10,2021-01-29 12:58:12,11-20,3
13247,16,-3.1299999999999994,9,14,tax,seller,9,16,10,2021-01-29 12:59:32,11-20,4
13247,16,-3.0399999999999996,9,15,tax,seller,7,16,10,2021-01-29 13:02:11,11-20,5
13247,16,-3.1100000000000003,9,16,tax,seller,8,16,10,2021-01-29 13:03:39,11-20,6
13247,16,-3.0999999999999996,9,17,tax,seller,7,16,10,2021-01-29 13:05:46,11-20,7
13247,16,-3.1100000000000003,9,18,tax,seller,8,16,10,2021-01-29 13:07:58,11-20,8
13247,16,-3.0999999999999996,9,19,tax,seller,7,16,10,2021-01-29 13:09:48,11-20,9
13247,16,-3.1100000000000003,9,20,tax,seller,8,16,10,2021-01-29 13:11:29,11-20,10
13252,10,-0.039999999999999813,16,1,tax,buyer,6,18,10,2021-01-29 12:31:52,1-10,1
13252,20,-2.4799999999999995,16,2,tax,buyer,6,18.5,10,2021-01-29 12:36:31,1-10,2
13252,17,0.020000000000000018,16,3,tax,buyer,8,18.5,10,2021-01-29 12:38:10,1-10,3
13252,19,-2.3899999999999992,16,4,tax,buyer,9,18.5,10,2021-01-29 12:39:49,1-10,4
13252,16,0.10000000000000009,16,5,tax,buyer,8,18.5,10,2021-01-29 12:41:49,1-10,5
13252,17,0.08999999999999986,16,6,tax,buyer,7,18,10,2021-01-29 12:43:46,1-10,6
13252,18,-1.9099999999999997,16,7,tax,buyer,7,18,10,2021-01-29 12:45:54,1-10,7
13252,12,0.08999999999999986,16,8,tax,buyer,7,18.05,10,2021-01-29 12:48:31,1-10,8
13252,14,0.10000000000000009,16,9,tax,buyer,8,18.1,10,2021-01-29 12:49:45,1-10,9
13252,12,0.10000000000000009,16,10,tax,buyer,8,18.15,10,2021-01-29 12:52:30,1-10,10
13252,0.01,-3,15,11,notax,buyer,10,16,0,2021-01-29 12:53:37,11-20,1
13252,16,-3.6999999999999997,15,12,notax,buyer,9,16,0,2021-01-29 12:55:38,11-20,2
13252,13,-3,15,13,notax,buyer,10,15.5,0,2021-01-29 12:57:57,11-20,3
13252,16,-3.3,15,14,notax,buyer,11,15,0,2021-01-29 13:00:00,11-20,4
13252,15,-3.5999999999999996,15,15,notax,buyer,12,15,0,2021-01-29 13:01:53,11-20,5
13252,11,-3.9,15,16,notax,buyer,13,15,0,2021-01-29 13:03:52,11-20,6
13252,15,-3.5999999999999996,15,17,notax,buyer,12,15,0,2021-01-29 13:06:27,11-20,7
13252,20,-3.5999999999999996,15,18,notax,buyer,12,15,0,2021-01-29 13:08:48,11-20,8
13252,16,-3.5999999999999996,15,19,notax,buyer,12,15,0,2021-01-29 13:10:16,11-20,9
13252,15,-3.5999999999999996,15,20,notax,buyer,12,15,0,2021-01-29 13:11:41,11-20,10
14185,29,-0.039999999999999813,19,1,tax,seller,6,18,10,2021-01-29 12:30:30,1-10,1
14185,25,-0.039999999999999813,19,2,tax,seller,6,18.5,10,2021-01-29 12:36:50,1-10,2
14553,20,-3.5999999999999996,14,1,notax,seller,12,15,0,2021-01-29 12:31:01,1-10,1
14553,15,-2.9,14,2,notax,seller,13,15,0,2021-01-29 12:36:05,1-10,2
14553,15,-3.8,14,3,notax,seller,16,15,0,2021-01-29 12:38:08,1-10,3
14553,16,-3.5999999999999996,14,4,notax,seller,12,15,0,2021-01-29 12:39:50,1-10,4
14553,11,-2.9,14,5,notax,seller,13,15,0,2021-01-29 12:41:49,1-10,5
14553,15,-3.8,14,6,notax,seller,16,15,0,2021-01-29 12:44:04,1-10,6
14553,15,-3.2,14,7,notax,seller,14,15,0,2021-01-29 12:45:54,1-10,7
14553,15,-3.2,14,8,notax,seller,14,15,0,2021-01-29 12:47:54,1-10,8
14553,15,-3.5,14,9,notax,seller,15,15,0,2021-01-29 12:50:17,1-10,9
14553,20,-4.8,14,10,notax,seller,16,15,0,2021-01-29 12:51:58,1-10,10
14553,15,11,2,11,notax,seller,10,16,0,2021-01-29 12:54:02,11-20,1
14553,16,11.3,2,12,notax,seller,9,16,0,2021-01-29 12:55:45,11-20,2
14553,16,-3,2,13,notax,seller,10,15.5,0,2021-01-29 12:57:43,11-20,3
14553,15,9.7,2,14,notax,seller,11,15,0,2021-01-29 13:00:25,11-20,4
14553,15,9.4,2,15,notax,seller,12,15,0,2021-01-29 13:01:38,11-20,5
14553,15,9.1,2,16,notax,seller,13,15,0,2021-01-29 13:03:30,11-20,6
14553,15,9.4,2,17,notax,seller,12,15,0,2021-01-29 13:05:36,11-20,7
14553,15,9.4,2,18,notax,seller,12,15,0,2021-01-29 13:07:38,11-20,8
14553,15,9.4,2,19,notax,seller,12,15,0,2021-01-29 13:09:40,11-20,9
14553,15,9.4,2,20,notax,seller,12,15,0,2021-01-29 13:11:33,11-20,10
19306,5,-3.5999999999999996,25,1,notax,buyer,12,15,0,2021-01-29 12:31:50,1-10,1
19306,2,-3.9,25,2,notax,buyer,13,15,0,2021-01-29 12:35:57,1-10,2
19306,5,-4.8,25,3,notax,buyer,16,15,0,2021-01-29 12:38:05,1-10,3
19306,6,-3.5999999999999996,25,4,notax,buyer,12,15,0,2021-01-29 12:39:57,1-10,4
19306,16,6.1,25,5,notax,buyer,13,15,0,2021-01-29 12:42:43,1-10,5
19306,21,5.2,25,6,notax,buyer,16,15,0,2021-01-29 12:43:39,1-10,6
19306,29,5.8,25,7,notax,buyer,14,15,0,2021-01-29 12:47:17,1-10,7
19306,15,5.8,25,8,notax,buyer,14,15,0,2021-01-29 12:49:01,1-10,8
19306,15,5.5,25,9,notax,buyer,15,15,0,2021-01-29 12:50:07,1-10,9
19306,29,5.2,25,10,notax,buyer,16,15,0,2021-01-29 12:53:07,1-10,10
19306,15,-1.1799999999999997,7,11,tax,seller,6,16,10,2021-01-29 12:57:14,11-20,1
20178,30,-0.039999999999999813,19,1,tax,seller,6,18,10,2021-01-29 12:30:44,1-10,1
20178,29,0.02000000000000024,19,2,tax,seller,6,18.5,10,2021-01-29 12:36:17,1-10,2
20178,24,0.10000000000000009,19,3,tax,seller,8,18.5,10,2021-01-29 12:38:03,1-10,3
20178,24,0.11000000000000032,19,4,tax,seller,9,18.5,10,2021-01-29 12:39:43,1-10,4
20178,24,0.10000000000000009,19,5,tax,seller,8,18.5,10,2021-01-29 12:41:36,1-10,5
20178,24,0.1599999999999997,19,6,tax,seller,7,18,10,2021-01-29 12:43:28,1-10,6
20178,24,0.08999999999999986,19,7,tax,seller,7,18,10,2021-01-29 12:45:30,1-10,7
20178,24,0.08999999999999986,19,8,tax,seller,7,18.05,10,2021-01-29 12:47:44,1-10,8
20178,24,0.10000000000000009,19,9,tax,seller,8,18.1,10,2021-01-29 12:49:27,1-10,9
20178,24,0.10000000000000009,19,10,tax,seller,8,18.15,10,2021-01-29 12:51:40,1-10,10
20178,18,-0.1299999999999999,9,11,tax,seller,6,16,10,2021-01-29 12:53:33,11-20,1
20178,16,-3.1299999999999994,9,12,tax,seller,9,16,10,2021-01-29 12:55:40,11-20,2
20178,19,-0.19999999999999973,9,13,tax,seller,9,16,10,2021-01-29 12:57:33,11-20,3
20178,19,-0.1299999999999999,9,14,tax,seller,9,16,10,2021-01-29 12:59:33,11-20,4
20178,19,-0.040000000000000036,9,15,tax,seller,7,16,10,2021-01-29 13:02:06,11-20,5
20178,19,-0.10999999999999988,9,16,tax,seller,8,16,10,2021-01-29 13:03:41,11-20,6
20178,20,-0.10000000000000009,9,17,tax,seller,7,16,10,2021-01-29 13:05:32,11-20,7
20178,19,-0.10999999999999988,9,18,tax,seller,8,16,10,2021-01-29 13:07:36,11-20,8
20178,22,-0.10000000000000009,9,19,tax,seller,7,16,10,2021-01-29 13:09:34,11-20,9
20178,19,-0.10999999999999988,9,20,tax,seller,8,16,10,2021-01-29 13:11:30,11-20,10
21075,16,-3.5999999999999996,14,1,notax,seller,12,15,0,2021-01-29 12:31:12,1-10,1
21075,14,-2.9,14,2,notax,seller,13,15,0,2021-01-29 12:35:50,1-10,2
21075,14,-3.8,14,3,notax,seller,16,15,0,2021-01-29 12:37:48,1-10,3
21075,15,-2.5999999999999996,14,4,notax,seller,12,15,0,2021-01-29 12:39:44,1-10,4
21075,16,-4.2,14,5,notax,seller,14,15,0,2021-01-29 12:41:53,1-10,5
21075,15,-3.8,14,6,notax,seller,16,15,0,2021-01-29 12:44:10,1-10,6
21075,15,-3.2,14,7,notax,seller,14,15,0,2021-01-29 12:46:05,1-10,7
21075,15.1,-4.2,14,8,notax,seller,14,15,0,2021-01-29 12:47:52,1-10,8
21075,15,-3.5,14,9,notax,seller,15,15,0,2021-01-29 12:49:53,1-10,9
21075,15,-3.8,14,10,notax,seller,16,15,0,2021-01-29 12:51:49,1-10,10
21075,23,-0.1299999999999999,13,11,tax,seller,6,16,10,2021-01-29 12:54:01,11-20,1
21075,19,-0.1299999999999999,13,12,tax,seller,9,16,10,2021-01-29 12:56:16,11-20,2
21075,19,-0.19999999999999973,13,13,tax,seller,9,16,10,2021-01-29 12:57:55,11-20,3
21075,18.01,-0.1299999999999999,13,14,tax,seller,9,16,10,2021-01-29 12:59:49,11-20,4
21075,18,-0.040000000000000036,13,15,tax,seller,7,16,10,2021-01-29 13:02:12,11-20,5
21075,18,-0.10999999999999988,13,16,tax,seller,8,16,10,2021-01-29 13:03:31,11-20,6
21075,18,-0.10000000000000009,13,17,tax,seller,7,16,10,2021-01-29 13:05:39,11-20,7
21075,18,-0.10999999999999988,13,18,tax,seller,8,16,10,2021-01-29 13:08:25,11-20,8
21075,18,-0.10000000000000009,13,19,tax,seller,7,16,10,2021-01-29 13:10:09,11-20,9
21075,18,-0.10999999999999988,13,20,tax,seller,8,16,10,2021-01-29 13:11:38,11-20,10
21538,40,-3.5999999999999996,20,1,notax,seller,12,15,0,2021-01-29 12:31:51,1-10,1
21538,20,-3.9,20,2,notax,seller,13,15,0,2021-01-29 12:35:39,1-10,2
21538,15,-9.8,20,3,notax,seller,16,15,0,2021-01-29 12:37:40,1-10,3
21538,20,-3.5999999999999996,20,4,notax,seller,12,15,0,2021-01-29 12:39:45,1-10,4
21538,20,-3.9,20,5,notax,seller,13,15,0,2021-01-29 12:41:44,1-10,5
21538,20,-4.8,20,6,notax,seller,16,15,0,2021-01-29 12:43:24,1-10,6
21538,20,-4.2,20,7,notax,seller,14,15,0,2021-01-29 12:45:25,1-10,7
21538,20,-4.2,20,8,notax,seller,14,15,0,2021-01-29 12:47:24,1-10,8
21538,20,-4.5,20,9,notax,seller,15,15,0,2021-01-29 12:49:22,1-10,9
21538,20,-4.8,20,10,notax,seller,16,15,0,2021-01-29 12:51:26,1-10,10
21538,25,-0.1299999999999999,15,11,tax,seller,6,16,10,2021-01-29 12:53:42,11-20,1
21538,25,-0.1299999999999999,15,12,tax,seller,9,16,10,2021-01-29 12:55:34,11-20,2
21538,25,-0.19999999999999973,15,13,tax,seller,9,16,10,2021-01-29 12:57:22,11-20,3
21538,25,-0.1299999999999999,15,14,tax,seller,9,16,10,2021-01-29 12:59:25,11-20,4
21538,25,-0.040000000000000036,15,15,tax,seller,7,16,10,2021-01-29 13:01:31,11-20,5
21538,25,-0.10999999999999988,15,16,tax,seller,8,16,10,2021-01-29 13:03:26,11-20,6
21538,25,-0.10000000000000009,15,17,tax,seller,7,16,10,2021-01-29 13:05:37,11-20,7
21538,25,-0.10999999999999988,15,18,tax,seller,8,16,10,2021-01-29 13:07:22,11-20,8
21538,25,-0.10000000000000009,15,19,tax,seller,7,16,10,2021-01-29 13:09:22,11-20,9
21538,25,-0.10999999999999988,15,20,tax,seller,8,16,10,2021-01-29 13:11:27,11-20,10
21685,11,3.4000000000000004,8,1,notax,seller,12,15,0,2021-01-29 12:31:06,1-10,1
21685,13.99,3.1,8,2,notax,seller,13,15,0,2021-01-29 12:36:27,1-10,2
21685,14,2.2,8,3,notax,seller,16,15,0,2021-01-29 12:38:38,1-10,3
21685,14.9,3.4000000000000004,8,4,notax,seller,12,15,0,2021-01-29 12:39:40,1-10,4
21685,14.9,3.1,8,5,notax,seller,13,15,0,2021-01-29 12:41:31,1-10,5
21685,14.9,2.2,8,6,notax,seller,16,15,0,2021-01-29 12:43:40,1-10,6
21685,14.99,2.8,8,7,notax,seller,14,15,0,2021-01-29 12:45:39,1-10,7
21685,14.99,2.8,8,8,notax,seller,14,15,0,2021-01-29 12:47:37,1-10,8
21685,14.99,2.5,8,9,notax,seller,15,15,0,2021-01-29 12:49:58,1-10,9
21685,14.99,2.2,8,10,notax,seller,16,15,0,2021-01-29 12:52:14,1-10,10
21685,14.99,4.87,1,11,tax,seller,6,16,10,2021-01-29 12:53:50,11-20,1
21685,15,4.87,1,12,tax,seller,9,16,10,2021-01-29 12:55:57,11-20,2
21685,15,4.800000000000001,1,13,tax,seller,9,16,10,2021-01-29 12:57:29,11-20,3
21685,15,4.87,1,14,tax,seller,9,16,10,2021-01-29 13:00:07,11-20,4
21685,15.99,4.96,1,15,tax,seller,7,16,10,2021-01-29 13:01:37,11-20,5
21685,15.99,4.890000000000001,1,16,tax,seller,8,16,10,2021-01-29 13:03:40,11-20,6
21685,15.99,4.9,1,17,tax,seller,7,16,10,2021-01-29 13:07:04,11-20,7
21685,15.99,4.890000000000001,1,18,tax,seller,8,16,10,2021-01-29 13:07:37,11-20,8
21685,15.99,4.9,1,19,tax,seller,7,16,10,2021-01-29 13:09:38,11-20,9
21685,15.99,4.890000000000001,1,20,tax,seller,8,16,10,2021-01-29 13:11:37,11-20,10
23572,15,-1.5999999999999996,17,1,notax,buyer,12,15,0,2021-01-29 12:30:26,1-10,1
23572,11,-3.9,17,2,notax,buyer,13,15,0,2021-01-29 12:36:26,1-10,2
23572,14.9,-4.8,17,3,notax,buyer,16,15,0,2021-01-29 12:37:52,1-10,3
23572,15,-1.5999999999999996,17,4,notax,buyer,12,15,0,2021-01-29 12:39:50,1-10,4
23572,15,-2.2,17,5,notax,buyer,14,15,0,2021-01-29 12:41:31,1-10,5
23572,15,-2.8,17,6,notax,buyer,16,15,0,2021-01-29 12:43:57,1-10,6
23572,15,-2.2,17,7,notax,buyer,14,15,0,2021-01-29 12:45:46,1-10,7
23572,15,-2.2,17,8,notax,buyer,14,15,0,2021-01-29 12:47:44,1-10,8
23572,15,-2.5,17,9,notax,buyer,15,15,0,2021-01-29 12:49:31,1-10,9
23572,15,-2.8,17,10,notax,buyer,16,15,0,2021-01-29 12:51:27,1-10,10
23572,16,-5.13,11,11,tax,seller,6,16,10,2021-01-29 12:53:28,11-20,1
23572,22,-0.1299999999999999,11,12,tax,seller,9,16,10,2021-01-29 12:55:47,11-20,2
23572,16,-5.199999999999999,11,13,tax,seller,9,16,10,2021-01-29 12:57:20,11-20,3
